"run","tick","AgentType","X","Y"
48,1.0,"HUMAN",1,31
48,1.0,"HUMAN",28,10
48,1.0,"HUMAN",15,8
48,1.0,"HUMAN",17,45
48,1.0,"HUMAN",32,13
48,1.0,"HUMAN",32,19
48,1.0,"HUMAN",49,37
48,1.0,"HUMAN",37,26
48,1.0,"HUMAN",49,33
48,1.0,"HUMAN",34,3
48,1.0,"HUMAN",44,4
48,1.0,"HUMAN",13,9
48,1.0,"HUMAN",3,15
48,1.0,"HUMAN",3,9
48,1.0,"HUMAN",19,44
48,1.0,"HUMAN",32,24
48,1.0,"HUMAN",44,43
48,1.0,"HUMAN",5,18
48,1.0,"HUMAN",4,18
48,1.0,"HUMAN",47,35
48,1.0,"ZOMBIE",11,30
48,1.0,"HUMAN",44,10
48,1.0,"HUMAN",31,32
48,1.0,"HUMAN",42,20
48,1.0,"HUMAN",10,47
48,1.0,"ZOMBIE",11,37
48,1.0,"HUMAN",38,4
48,1.0,"HUMAN",14,16
48,1.0,"HUMAN",1,16
48,1.0,"HUMAN",31,48
48,1.0,"HUMAN",34,41
48,1.0,"HUMAN",32,20
48,1.0,"HUMAN",43,17
48,1.0,"ZOMBIE",16,21
48,1.0,"HUMAN",18,32
48,1.0,"HUMAN",14,36
48,1.0,"HUMAN",40,16
48,1.0,"HUMAN",5,36
48,1.0,"HUMAN",7,23
48,1.0,"HUMAN",22,27
48,1.0,"HUMAN",7,49
48,1.0,"HUMAN",12,40
48,1.0,"HUMAN",23,19
48,1.0,"HUMAN",23,28
48,1.0,"HUMAN",22,15
48,1.0,"HUMAN",37,36
48,1.0,"HUMAN",18,1
48,1.0,"HUMAN",6,36
48,1.0,"HUMAN",42,33
48,1.0,"HUMAN",4,26
48,1.0,"HUMAN",48,48
48,1.0,"HUMAN",2,30
48,1.0,"HUMAN",8,19
48,1.0,"HUMAN",22,34
48,1.0,"HUMAN",38,39
48,1.0,"HUMAN",46,46
48,1.0,"HUMAN",33,42
48,1.0,"HUMAN",42,34
48,1.0,"HUMAN",44,2
48,1.0,"HUMAN",10,12
48,1.0,"HUMAN",33,31
48,1.0,"HUMAN",17,22
48,1.0,"HUMAN",5,15
48,1.0,"HUMAN",5,17
48,1.0,"HUMAN",0,46
48,1.0,"HUMAN",24,12
48,1.0,"HUMAN",12,29
48,1.0,"HUMAN",44,47
48,1.0,"HUMAN",40,21
48,1.0,"HUMAN",48,13
48,1.0,"HUMAN",19,18
48,1.0,"HUMAN",19,35
48,1.0,"HUMAN",34,13
48,1.0,"HUMAN",36,38
48,1.0,"HUMAN",0,16
48,1.0,"HUMAN",23,10
48,1.0,"HUMAN",1,8
48,1.0,"HUMAN",6,48
48,1.0,"HUMAN",8,19
48,1.0,"ZOMBIE",1,12
48,1.0,"HUMAN",5,10
48,1.0,"ZOMBIE",4,42
48,1.0,"HUMAN",32,38
48,1.0,"HUMAN",5,24
48,1.0,"HUMAN",42,2
48,1.0,"HUMAN",13,33
48,1.0,"HUMAN",24,12
48,1.0,"HUMAN",11,42
48,1.0,"HUMAN",30,13
48,1.0,"HUMAN",19,7
48,1.0,"HUMAN",37,15
