"run","tick","AgentType","X","Y"
9,1.0,"HUMAN",47,18
9,1.0,"HUMAN",40,40
9,1.0,"HUMAN",11,32
9,1.0,"HUMAN",9,44
9,1.0,"HUMAN",27,10
9,1.0,"HUMAN",49,48
9,1.0,"HUMAN",0,36
9,1.0,"HUMAN",6,44
9,1.0,"HUMAN",39,41
9,1.0,"HUMAN",16,3
9,1.0,"HUMAN",37,44
9,1.0,"HUMAN",16,23
9,1.0,"HUMAN",8,2
9,1.0,"HUMAN",19,42
9,1.0,"HUMAN",1,35
9,1.0,"HUMAN",27,4
9,1.0,"HUMAN",45,10
9,1.0,"HUMAN",45,2
9,1.0,"HUMAN",4,36
9,1.0,"HUMAN",20,3
9,1.0,"HUMAN",18,48
9,1.0,"HUMAN",33,34
9,1.0,"HUMAN",16,48
9,1.0,"HUMAN",10,20
9,1.0,"HUMAN",30,24
9,1.0,"ZOMBIE",28,14
9,1.0,"HUMAN",39,38
9,1.0,"HUMAN",33,17
9,1.0,"HUMAN",3,1
9,1.0,"HUMAN",38,49
9,1.0,"HUMAN",24,32
9,1.0,"HUMAN",5,30
9,1.0,"HUMAN",42,14
9,1.0,"HUMAN",9,36
9,1.0,"HUMAN",19,46
9,1.0,"HUMAN",29,31
9,1.0,"HUMAN",24,41
9,1.0,"HUMAN",30,40
9,1.0,"HUMAN",41,36
9,1.0,"HUMAN",44,16
9,1.0,"HUMAN",38,39
9,1.0,"HUMAN",4,9
9,1.0,"HUMAN",25,27
9,1.0,"HUMAN",36,28
9,1.0,"HUMAN",40,12
9,1.0,"HUMAN",44,42
9,1.0,"HUMAN",17,32
9,1.0,"HUMAN",35,21
9,1.0,"HUMAN",37,9
9,1.0,"HUMAN",29,28
9,1.0,"HUMAN",48,33
9,1.0,"HUMAN",36,21
9,1.0,"HUMAN",25,17
9,1.0,"HUMAN",10,42
9,1.0,"HUMAN",41,4
9,1.0,"HUMAN",39,14
9,1.0,"HUMAN",21,23
9,1.0,"HUMAN",28,6
9,1.0,"HUMAN",29,24
9,1.0,"ZOMBIE",48,5
9,1.0,"HUMAN",24,16
9,1.0,"HUMAN",10,24
9,1.0,"HUMAN",33,25
9,1.0,"HUMAN",44,25
9,1.0,"HUMAN",20,18
9,1.0,"HUMAN",33,10
9,1.0,"HUMAN",20,26
9,1.0,"HUMAN",1,43
9,1.0,"HUMAN",34,20
9,1.0,"HUMAN",44,18
9,1.0,"HUMAN",33,37
9,1.0,"HUMAN",48,7
9,1.0,"HUMAN",30,45
9,1.0,"HUMAN",19,11
9,1.0,"HUMAN",16,18
9,1.0,"HUMAN",3,3
