"run","tick","human_count","zombie_count"
5,1.0,199,11
5,2.0,198,12
5,3.0,196,14
5,4.0,196,14
5,5.0,195,15
5,6.0,192,18
5,7.0,192,18
5,8.0,192,18
5,9.0,189,21
5,10.0,188,22
5,11.0,186,24
5,12.0,186,24
5,13.0,186,24
5,14.0,186,24
5,15.0,185,25
5,16.0,183,27
5,17.0,183,27
5,18.0,183,27
5,19.0,181,29
5,20.0,179,31
5,21.0,179,31
5,22.0,177,33
5,23.0,177,33
5,24.0,176,34
5,25.0,175,35
5,26.0,173,37
5,27.0,173,37
5,28.0,172,38
5,29.0,171,39
5,30.0,170,40
5,31.0,169,41
5,32.0,168,42
5,33.0,166,44
5,34.0,163,47
5,35.0,160,50
5,36.0,156,54
5,37.0,154,56
5,38.0,152,58
5,39.0,149,61
5,40.0,147,63
5,41.0,145,65
5,42.0,143,67
5,43.0,140,70
5,44.0,135,75
5,45.0,130,80
5,46.0,126,84
5,47.0,124,86
5,48.0,121,89
5,49.0,119,91
5,50.0,115,95
5,51.0,113,97
5,52.0,109,101
5,53.0,104,106
5,54.0,100,110
5,55.0,97,113
5,56.0,96,114
5,57.0,90,120
5,58.0,83,127
5,59.0,79,131
5,60.0,74,136
5,61.0,72,138
5,62.0,69,141
5,63.0,65,145
5,64.0,63,147
5,65.0,57,153
5,66.0,56,154
5,67.0,52,158
5,68.0,52,158
5,69.0,48,162
5,70.0,46,164
5,71.0,44,166
5,72.0,43,167
5,73.0,40,170
5,74.0,39,171
5,75.0,34,176
5,76.0,33,177
5,77.0,30,180
5,78.0,29,181
5,79.0,29,181
5,80.0,28,182
5,81.0,27,183
5,82.0,23,187
5,83.0,21,189
5,84.0,17,193
5,85.0,17,193
5,86.0,16,194
5,87.0,12,198
5,88.0,11,199
5,89.0,11,199
5,90.0,10,200
5,91.0,10,200
5,92.0,10,200
5,93.0,9,201
5,94.0,9,201
5,95.0,9,201
5,96.0,8,202
5,97.0,5,205
5,98.0,5,205
5,99.0,4,206
5,100.0,4,206
5,101.0,3,207
5,102.0,3,207
5,103.0,3,207
5,104.0,2,208
5,105.0,1,209
5,106.0,1,209
5,107.0,1,209
5,108.0,1,209
5,109.0,1,209
5,110.0,1,209
5,111.0,1,209
5,112.0,1,209
5,113.0,1,209
5,114.0,1,209
5,115.0,1,209
5,116.0,1,209
5,117.0,1,209
5,118.0,1,209
5,119.0,1,209
5,120.0,0,210
5,121.0,0,210
5,122.0,0,210
5,123.0,0,210
5,124.0,0,210
5,125.0,0,210
5,126.0,0,210
5,127.0,0,210
5,128.0,0,210
5,129.0,0,210
5,130.0,0,210
5,131.0,0,210
5,132.0,0,210
5,133.0,0,210
5,134.0,0,210
5,135.0,0,210
5,136.0,0,210
5,137.0,0,210
5,138.0,0,210
5,139.0,0,210
5,140.0,0,210
5,141.0,0,210
5,142.0,0,210
5,143.0,0,210
5,144.0,0,210
5,145.0,0,210
5,146.0,0,210
5,147.0,0,210
5,148.0,0,210
5,149.0,0,210
5,150.0,0,210
