"run","tick","AgentType","X","Y"
36,1.0,"HUMAN",1,31
36,1.0,"HUMAN",28,10
36,1.0,"HUMAN",15,8
36,1.0,"HUMAN",17,45
36,1.0,"HUMAN",32,13
36,1.0,"HUMAN",32,19
36,1.0,"HUMAN",49,37
36,1.0,"HUMAN",37,26
36,1.0,"HUMAN",49,33
36,1.0,"HUMAN",34,3
36,1.0,"HUMAN",13,9
36,1.0,"HUMAN",3,15
36,1.0,"HUMAN",3,9
36,1.0,"HUMAN",19,44
36,1.0,"HUMAN",32,24
36,1.0,"HUMAN",44,43
36,1.0,"HUMAN",5,18
36,1.0,"HUMAN",4,18
36,1.0,"HUMAN",47,35
36,1.0,"ZOMBIE",1,12
36,1.0,"HUMAN",44,10
36,1.0,"HUMAN",31,32
36,1.0,"HUMAN",42,20
36,1.0,"HUMAN",10,47
36,1.0,"ZOMBIE",11,37
36,1.0,"HUMAN",38,4
36,1.0,"HUMAN",14,16
36,1.0,"HUMAN",1,16
36,1.0,"HUMAN",31,48
36,1.0,"ZOMBIE",44,4
36,1.0,"HUMAN",34,41
36,1.0,"HUMAN",32,20
36,1.0,"HUMAN",43,17
36,1.0,"ZOMBIE",15,20
36,1.0,"HUMAN",18,32
36,1.0,"HUMAN",14,36
36,1.0,"HUMAN",40,16
36,1.0,"HUMAN",5,36
36,1.0,"HUMAN",7,23
36,1.0,"HUMAN",22,27
36,1.0,"HUMAN",7,49
36,1.0,"HUMAN",12,40
36,1.0,"HUMAN",23,19
36,1.0,"HUMAN",9,31
36,1.0,"HUMAN",23,28
36,1.0,"HUMAN",22,15
36,1.0,"HUMAN",37,36
36,1.0,"HUMAN",18,1
36,1.0,"HUMAN",6,36
36,1.0,"HUMAN",42,33
36,1.0,"HUMAN",4,26
36,1.0,"HUMAN",48,48
36,1.0,"HUMAN",2,30
36,1.0,"HUMAN",8,19
36,1.0,"HUMAN",22,34
36,1.0,"HUMAN",38,39
36,1.0,"HUMAN",46,46
36,1.0,"HUMAN",33,42
36,1.0,"HUMAN",42,34
36,1.0,"HUMAN",44,2
36,1.0,"HUMAN",10,12
36,1.0,"HUMAN",33,31
36,1.0,"HUMAN",17,22
36,1.0,"HUMAN",5,15
36,1.0,"HUMAN",5,17
36,1.0,"HUMAN",0,46
36,1.0,"HUMAN",24,12
36,1.0,"HUMAN",12,29
36,1.0,"HUMAN",44,47
36,1.0,"HUMAN",40,21
36,1.0,"HUMAN",48,13
36,1.0,"HUMAN",19,18
36,1.0,"HUMAN",19,35
36,1.0,"HUMAN",34,13
36,1.0,"HUMAN",36,38
36,1.0,"HUMAN",0,16
36,1.0,"HUMAN",23,10
36,1.0,"HUMAN",1,8
36,1.0,"HUMAN",6,48
36,1.0,"HUMAN",8,19
36,1.0,"ZOMBIE",1,12
36,1.0,"HUMAN",5,10
36,1.0,"ZOMBIE",3,42
36,1.0,"HUMAN",32,38
36,1.0,"HUMAN",5,24
36,1.0,"HUMAN",42,2
36,1.0,"HUMAN",13,33
36,1.0,"HUMAN",24,12
36,1.0,"HUMAN",11,42
36,1.0,"HUMAN",30,13
36,1.0,"HUMAN",19,7
36,1.0,"HUMAN",37,15
