"run","tick","AgentType","X","Y"
44,1.0,"HUMAN",1,31
44,1.0,"ZOMBIE",38,38
44,1.0,"HUMAN",28,10
44,1.0,"HUMAN",15,8
44,1.0,"HUMAN",17,45
44,1.0,"HUMAN",32,13
44,1.0,"HUMAN",32,19
44,1.0,"HUMAN",49,37
44,1.0,"HUMAN",37,26
44,1.0,"HUMAN",45,26
44,1.0,"HUMAN",49,33
44,1.0,"HUMAN",34,3
44,1.0,"HUMAN",44,4
44,1.0,"HUMAN",13,9
44,1.0,"HUMAN",3,15
44,1.0,"HUMAN",3,9
44,1.0,"HUMAN",19,44
44,1.0,"HUMAN",32,24
44,1.0,"HUMAN",44,43
44,1.0,"HUMAN",5,18
44,1.0,"HUMAN",4,18
44,1.0,"HUMAN",47,35
44,1.0,"HUMAN",44,10
44,1.0,"HUMAN",31,32
44,1.0,"HUMAN",42,20
44,1.0,"HUMAN",10,47
44,1.0,"ZOMBIE",14,39
44,1.0,"HUMAN",38,4
44,1.0,"HUMAN",14,16
44,1.0,"HUMAN",1,16
44,1.0,"HUMAN",31,48
44,1.0,"HUMAN",34,41
44,1.0,"HUMAN",32,20
44,1.0,"HUMAN",43,17
44,1.0,"ZOMBIE",17,21
44,1.0,"HUMAN",18,32
44,1.0,"HUMAN",14,36
44,1.0,"HUMAN",40,16
44,1.0,"HUMAN",5,36
44,1.0,"HUMAN",7,23
44,1.0,"HUMAN",22,27
44,1.0,"HUMAN",7,49
44,1.0,"HUMAN",12,40
44,1.0,"HUMAN",23,19
44,1.0,"HUMAN",11,30
44,1.0,"HUMAN",23,28
44,1.0,"HUMAN",22,15
44,1.0,"HUMAN",37,36
44,1.0,"HUMAN",18,1
44,1.0,"HUMAN",6,36
44,1.0,"HUMAN",42,33
44,1.0,"HUMAN",4,26
44,1.0,"HUMAN",48,48
44,1.0,"HUMAN",2,30
44,1.0,"HUMAN",8,19
44,1.0,"HUMAN",22,34
44,1.0,"HUMAN",34,40
44,1.0,"HUMAN",46,46
44,1.0,"HUMAN",33,42
44,1.0,"HUMAN",42,34
44,1.0,"HUMAN",44,2
44,1.0,"HUMAN",10,12
44,1.0,"HUMAN",33,31
44,1.0,"HUMAN",14,19
44,1.0,"HUMAN",5,15
44,1.0,"HUMAN",5,17
44,1.0,"HUMAN",0,46
44,1.0,"HUMAN",24,12
44,1.0,"HUMAN",12,29
44,1.0,"HUMAN",44,47
44,1.0,"HUMAN",40,21
44,1.0,"HUMAN",48,13
44,1.0,"HUMAN",19,18
44,1.0,"HUMAN",19,35
44,1.0,"HUMAN",34,13
44,1.0,"HUMAN",36,38
44,1.0,"HUMAN",0,16
44,1.0,"HUMAN",23,10
44,1.0,"HUMAN",1,8
44,1.0,"HUMAN",6,48
44,1.0,"HUMAN",8,19
44,1.0,"ZOMBIE",0,11
44,1.0,"HUMAN",5,10
44,1.0,"ZOMBIE",4,43
44,1.0,"HUMAN",32,38
44,1.0,"HUMAN",5,24
44,1.0,"HUMAN",42,2
44,1.0,"HUMAN",13,33
44,1.0,"HUMAN",24,12
44,1.0,"HUMAN",11,42
44,1.0,"HUMAN",30,13
44,1.0,"HUMAN",19,7
44,1.0,"HUMAN",37,15
44,1.0,"ZOMBIE",39,5
44,1.0,"HUMAN",1,43
44,1.0,"HUMAN",20,16
44,1.0,"HUMAN",45,40
44,1.0,"ZOMBIE",49,26
44,1.0,"HUMAN",1,22
44,1.0,"HUMAN",35,36
44,1.0,"HUMAN",12,22
44,1.0,"HUMAN",16,17
44,1.0,"HUMAN",37,23
44,1.0,"HUMAN",10,34
44,1.0,"HUMAN",24,47
44,1.0,"ZOMBIE",10,29
44,1.0,"HUMAN",19,15
44,1.0,"HUMAN",17,3
44,1.0,"HUMAN",33,3
44,1.0,"HUMAN",43,20
44,1.0,"HUMAN",48,14
44,1.0,"HUMAN",47,37
44,1.0,"HUMAN",31,15
44,1.0,"HUMAN",33,16
44,1.0,"HUMAN",16,38
44,1.0,"HUMAN",0,39
44,1.0,"HUMAN",20,38
44,1.0,"HUMAN",0,49
44,1.0,"HUMAN",40,29
44,1.0,"HUMAN",2,23
44,1.0,"HUMAN",1,37
44,1.0,"HUMAN",10,28
44,1.0,"HUMAN",4,35
44,1.0,"HUMAN",45,30
44,1.0,"HUMAN",3,30
44,1.0,"HUMAN",5,4
44,1.0,"HUMAN",11,24
44,1.0,"HUMAN",24,27
44,1.0,"HUMAN",46,24
44,1.0,"HUMAN",38,3
44,1.0,"HUMAN",48,10
44,1.0,"HUMAN",48,37
44,1.0,"HUMAN",19,48
44,1.0,"HUMAN",24,20
44,1.0,"HUMAN",34,5
44,1.0,"HUMAN",21,23
44,1.0,"HUMAN",11,34
44,1.0,"HUMAN",26,43
44,1.0,"HUMAN",5,2
44,1.0,"HUMAN",7,34
44,1.0,"HUMAN",2,39
44,1.0,"HUMAN",12,7
44,1.0,"HUMAN",6,10
44,1.0,"HUMAN",4,14
44,1.0,"HUMAN",20,43
44,1.0,"HUMAN",21,37
44,1.0,"HUMAN",28,6
44,1.0,"HUMAN",26,30
44,1.0,"HUMAN",7,44
44,1.0,"HUMAN",38,4
44,1.0,"HUMAN",18,36
44,1.0,"HUMAN",24,38
44,1.0,"HUMAN",13,34
44,1.0,"HUMAN",9,6
44,1.0,"HUMAN",20,9
44,1.0,"HUMAN",1,12
44,1.0,"HUMAN",11,44
44,1.0,"HUMAN",24,30
44,1.0,"HUMAN",3,5
44,1.0,"HUMAN",39,23
44,1.0,"HUMAN",26,43
44,1.0,"HUMAN",47,39
44,1.0,"HUMAN",23,27
44,1.0,"HUMAN",36,31
44,1.0,"HUMAN",41,24
44,1.0,"HUMAN",6,36
44,1.0,"ZOMBIE",43,3
44,1.0,"HUMAN",48,25
44,1.0,"HUMAN",26,5
44,1.0,"HUMAN",30,27
44,1.0,"HUMAN",17,13
44,1.0,"HUMAN",35,33
44,1.0,"HUMAN",1,5
44,1.0,"HUMAN",12,28
44,1.0,"HUMAN",41,36
44,1.0,"HUMAN",49,46
44,1.0,"HUMAN",29,20
44,1.0,"HUMAN",46,2
44,1.0,"ZOMBIE",45,27
44,1.0,"HUMAN",48,47
44,1.0,"HUMAN",43,42
44,1.0,"HUMAN",20,22
44,1.0,"HUMAN",40,6
44,1.0,"HUMAN",16,8
44,1.0,"HUMAN",18,27
44,1.0,"HUMAN",46,39
44,1.0,"HUMAN",27,1
44,1.0,"HUMAN",20,34
44,1.0,"HUMAN",39,19
44,1.0,"HUMAN",20,33
44,1.0,"HUMAN",20,17
44,1.0,"HUMAN",33,42
44,1.0,"HUMAN",0,24
44,1.0,"HUMAN",40,42
44,1.0,"HUMAN",43,46
44,1.0,"HUMAN",16,9
44,1.0,"HUMAN",20,39
44,1.0,"HUMAN",2,35
44,1.0,"HUMAN",40,46
44,1.0,"HUMAN",26,14
44,1.0,"HUMAN",24,4
44,1.0,"HUMAN",30,36
44,1.0,"HUMAN",25,5
44,1.0,"HUMAN",39,33
44,1.0,"HUMAN",41,0
44,1.0,"ZOMBIE",38,38
44,1.0,"HUMAN",36,24
44,1.0,"HUMAN",24,27
44,1.0,"HUMAN",14,37
44,1.0,"HUMAN",13,18
44,2.0,"HUMAN",1,31
44,2.0,"ZOMBIE",39,36
44,2.0,"HUMAN",28,10
44,2.0,"HUMAN",15,8
44,2.0,"HUMAN",17,45
44,2.0,"HUMAN",32,13
44,2.0,"HUMAN",32,19
44,2.0,"HUMAN",49,37
44,2.0,"HUMAN",37,26
44,2.0,"HUMAN",45,26
44,2.0,"HUMAN",49,33
44,2.0,"HUMAN",34,3
44,2.0,"HUMAN",44,4
44,2.0,"HUMAN",13,9
44,2.0,"HUMAN",3,15
44,2.0,"HUMAN",3,9
44,2.0,"HUMAN",19,44
44,2.0,"HUMAN",32,24
44,2.0,"HUMAN",44,43
44,2.0,"HUMAN",5,18
44,2.0,"HUMAN",4,18
44,2.0,"HUMAN",47,35
44,2.0,"HUMAN",44,10
44,2.0,"HUMAN",31,32
