"run","tick","AgentType","X","Y"
39,1.0,"HUMAN",48,47
39,1.0,"ZOMBIE",38,38
39,1.0,"HUMAN",25,5
39,1.0,"HUMAN",8,19
39,1.0,"HUMAN",40,6
39,1.0,"HUMAN",35,40
39,1.0,"HUMAN",10,28
39,1.0,"HUMAN",2,23
39,1.0,"HUMAN",39,33
39,1.0,"HUMAN",0,16
39,1.0,"HUMAN",6,36
39,1.0,"HUMAN",30,13
39,1.0,"HUMAN",42,33
39,1.0,"HUMAN",17,45
39,1.0,"HUMAN",7,49
39,1.0,"HUMAN",12,22
39,1.0,"HUMAN",19,7
39,1.0,"HUMAN",37,15
39,1.0,"HUMAN",4,26
39,1.0,"HUMAN",4,18
39,1.0,"HUMAN",11,34
39,1.0,"HUMAN",45,40
39,1.0,"HUMAN",33,42
39,1.0,"HUMAN",26,43
39,1.0,"HUMAN",11,42
39,1.0,"HUMAN",41,24
39,1.0,"ZOMBIE",4,43
39,1.0,"HUMAN",49,33
39,1.0,"HUMAN",22,34
39,1.0,"HUMAN",41,36
39,1.0,"HUMAN",20,17
39,1.0,"HUMAN",26,43
39,1.0,"HUMAN",6,48
39,1.0,"HUMAN",28,6
39,1.0,"HUMAN",29,20
39,1.0,"HUMAN",30,27
39,1.0,"HUMAN",20,39
39,1.0,"HUMAN",23,28
39,1.0,"HUMAN",26,14
39,1.0,"HUMAN",34,3
39,1.0,"HUMAN",26,5
39,1.0,"HUMAN",47,37
39,1.0,"HUMAN",13,9
39,1.0,"HUMAN",36,38
39,1.0,"HUMAN",32,13
39,1.0,"HUMAN",39,19
39,1.0,"HUMAN",32,19
39,1.0,"HUMAN",33,42
39,1.0,"HUMAN",13,33
39,1.0,"HUMAN",46,2
39,1.0,"HUMAN",24,38
39,1.0,"HUMAN",43,42
39,1.0,"HUMAN",24,20
39,1.0,"HUMAN",1,5
39,1.0,"HUMAN",38,4
39,1.0,"HUMAN",47,39
39,1.0,"HUMAN",14,36
39,1.0,"HUMAN",16,8
39,1.0,"HUMAN",32,20
39,1.0,"HUMAN",40,46
39,1.0,"ZOMBIE",0,11
39,1.0,"HUMAN",23,27
39,1.0,"HUMAN",34,5
39,1.0,"HUMAN",2,35
39,1.0,"HUMAN",11,24
39,1.0,"HUMAN",45,26
39,1.0,"HUMAN",40,29
39,1.0,"HUMAN",24,27
39,1.0,"HUMAN",10,47
39,1.0,"HUMAN",17,3
39,1.0,"HUMAN",5,2
39,1.0,"HUMAN",42,20
39,1.0,"HUMAN",3,30
39,1.0,"HUMAN",41,1
39,1.0,"HUMAN",14,16
39,1.0,"HUMAN",38,3
39,1.0,"HUMAN",18,27
39,1.0,"HUMAN",44,4
39,1.0,"HUMAN",18,1
39,1.0,"HUMAN",30,36
39,1.0,"HUMAN",27,1
39,1.0,"ZOMBIE",49,26
39,1.0,"HUMAN",28,10
39,1.0,"ZOMBIE",38,38
39,1.0,"HUMAN",18,36
39,1.0,"HUMAN",22,15
39,1.0,"HUMAN",34,13
39,1.0,"HUMAN",2,30
39,1.0,"HUMAN",1,12
39,1.0,"HUMAN",33,31
39,1.0,"HUMAN",24,47
39,1.0,"HUMAN",40,21
39,1.0,"HUMAN",24,12
39,1.0,"ZOMBIE",10,29
39,1.0,"HUMAN",24,30
39,1.0,"HUMAN",43,17
39,1.0,"HUMAN",17,13
39,1.0,"ZOMBIE",17,21
39,1.0,"ZOMBIE",39,5
39,1.0,"HUMAN",10,12
39,1.0,"HUMAN",39,23
39,1.0,"HUMAN",8,19
39,1.0,"HUMAN",7,23
39,1.0,"HUMAN",48,13
39,1.0,"ZOMBIE",45,27
39,1.0,"HUMAN",12,29
39,1.0,"HUMAN",5,24
39,1.0,"HUMAN",21,37
39,1.0,"HUMAN",48,14
39,1.0,"HUMAN",49,37
39,1.0,"HUMAN",14,19
39,1.0,"HUMAN",9,6
39,1.0,"HUMAN",15,8
39,1.0,"HUMAN",16,9
39,1.0,"HUMAN",32,24
39,1.0,"HUMAN",20,9
39,1.0,"HUMAN",5,4
39,1.0,"HUMAN",26,30
39,1.0,"HUMAN",15,20
39,1.0,"HUMAN",37,26
39,1.0,"HUMAN",16,17
39,1.0,"HUMAN",1,16
39,1.0,"HUMAN",5,36
39,1.0,"HUMAN",43,46
39,1.0,"HUMAN",44,47
39,1.0,"HUMAN",1,43
