"run","tick","human_count","zombie_count"
12,1.0,198,12
12,2.0,196,14
12,3.0,196,14
12,4.0,192,18
12,5.0,191,19
12,6.0,189,21
12,7.0,188,22
12,8.0,186,24
12,9.0,184,26
12,10.0,184,26
12,11.0,183,27
12,12.0,181,29
12,13.0,179,31
12,14.0,175,35
12,15.0,174,36
12,16.0,172,38
12,17.0,172,38
12,18.0,170,40
12,19.0,165,45
12,20.0,161,49
12,21.0,153,57
12,22.0,151,59
12,23.0,147,63
12,24.0,145,65
12,25.0,141,69
12,26.0,140,70
12,27.0,136,74
12,28.0,127,83
12,29.0,122,88
12,30.0,118,92
12,31.0,113,97
12,32.0,111,99
12,33.0,109,101
12,34.0,106,104
12,35.0,103,107
12,36.0,98,112
12,37.0,96,114
12,38.0,92,118
12,39.0,88,122
12,40.0,84,126
12,41.0,79,131
12,42.0,77,133
12,43.0,72,138
12,44.0,66,144
12,45.0,59,151
12,46.0,57,153
12,47.0,55,155
12,48.0,51,159
12,49.0,48,162
12,50.0,44,166
12,51.0,41,169
12,52.0,41,169
12,53.0,37,173
12,54.0,33,177
12,55.0,29,181
12,56.0,24,186
12,57.0,24,186
12,58.0,24,186
12,59.0,20,190
12,60.0,14,196
12,61.0,13,197
12,62.0,11,199
12,63.0,11,199
12,64.0,9,201
12,65.0,7,203
12,66.0,7,203
12,67.0,6,204
12,68.0,5,205
12,69.0,5,205
12,70.0,4,206
12,71.0,4,206
12,72.0,3,207
12,73.0,3,207
12,74.0,1,209
12,75.0,1,209
12,76.0,1,209
12,77.0,1,209
12,78.0,1,209
12,79.0,1,209
12,80.0,1,209
12,81.0,1,209
12,82.0,0,210
12,83.0,0,210
12,84.0,0,210
12,85.0,0,210
12,86.0,0,210
12,87.0,0,210
12,88.0,0,210
12,89.0,0,210
12,90.0,0,210
12,91.0,0,210
12,92.0,0,210
12,93.0,0,210
12,94.0,0,210
12,95.0,0,210
12,96.0,0,210
12,97.0,0,210
12,98.0,0,210
12,99.0,0,210
12,100.0,0,210
12,101.0,0,210
12,102.0,0,210
12,103.0,0,210
12,104.0,0,210
12,105.0,0,210
12,106.0,0,210
12,107.0,0,210
12,108.0,0,210
12,109.0,0,210
12,110.0,0,210
12,111.0,0,210
12,112.0,0,210
12,113.0,0,210
12,114.0,0,210
12,115.0,0,210
12,116.0,0,210
12,117.0,0,210
12,118.0,0,210
12,119.0,0,210
12,120.0,0,210
12,121.0,0,210
12,122.0,0,210
12,123.0,0,210
12,124.0,0,210
12,125.0,0,210
12,126.0,0,210
12,127.0,0,210
12,128.0,0,210
12,129.0,0,210
12,130.0,0,210
12,131.0,0,210
12,132.0,0,210
12,133.0,0,210
12,134.0,0,210
12,135.0,0,210
12,136.0,0,210
12,137.0,0,210
12,138.0,0,210
12,139.0,0,210
12,140.0,0,210
12,141.0,0,210
12,142.0,0,210
12,143.0,0,210
12,144.0,0,210
12,145.0,0,210
12,146.0,0,210
12,147.0,0,210
12,148.0,0,210
12,149.0,0,210
12,150.0,0,210
