"run","tick","human_count","zombie_count"
29,1.0,199,11
29,2.0,198,12
29,3.0,196,14
29,4.0,196,14
29,5.0,195,15
29,6.0,194,16
29,7.0,193,17
29,8.0,192,18
29,9.0,190,20
29,10.0,188,22
29,11.0,186,24
29,12.0,186,24
29,13.0,185,25
29,14.0,185,25
29,15.0,185,25
29,16.0,184,26
29,17.0,182,28
29,18.0,181,29
29,19.0,179,31
29,20.0,179,31
29,21.0,175,35
29,22.0,173,37
29,23.0,171,39
29,24.0,164,46
29,25.0,161,49
29,26.0,157,53
29,27.0,157,53
29,28.0,155,55
29,29.0,153,57
29,30.0,152,58
29,31.0,149,61
29,32.0,147,63
29,33.0,145,65
29,34.0,137,73
29,35.0,132,78
29,36.0,130,80
29,37.0,129,81
29,38.0,125,85
29,39.0,121,89
29,40.0,118,92
29,41.0,115,95
29,42.0,109,101
29,43.0,106,104
29,44.0,101,109
29,45.0,97,113
29,46.0,95,115
29,47.0,91,119
29,48.0,86,124
29,49.0,80,130
29,50.0,79,131
29,51.0,76,134
29,52.0,69,141
29,53.0,66,144
29,54.0,61,149
29,55.0,59,151
29,56.0,56,154
29,57.0,52,158
29,58.0,46,164
29,59.0,44,166
29,60.0,39,171
29,61.0,37,173
29,62.0,37,173
29,63.0,33,177
29,64.0,28,182
29,65.0,25,185
29,66.0,23,187
29,67.0,23,187
29,68.0,20,190
29,69.0,18,192
29,70.0,14,196
29,71.0,12,198
29,72.0,11,199
29,73.0,10,200
29,74.0,9,201
29,75.0,8,202
29,76.0,8,202
29,77.0,8,202
29,78.0,5,205
29,79.0,5,205
29,80.0,4,206
29,81.0,4,206
29,82.0,3,207
29,83.0,2,208
29,84.0,1,209
29,85.0,1,209
29,86.0,1,209
29,87.0,1,209
29,88.0,1,209
29,89.0,0,210
29,90.0,0,210
29,91.0,0,210
29,92.0,0,210
29,93.0,0,210
29,94.0,0,210
29,95.0,0,210
29,96.0,0,210
29,97.0,0,210
29,98.0,0,210
29,99.0,0,210
29,100.0,0,210
29,101.0,0,210
29,102.0,0,210
29,103.0,0,210
29,104.0,0,210
29,105.0,0,210
29,106.0,0,210
29,107.0,0,210
29,108.0,0,210
29,109.0,0,210
29,110.0,0,210
29,111.0,0,210
29,112.0,0,210
29,113.0,0,210
29,114.0,0,210
29,115.0,0,210
29,116.0,0,210
29,117.0,0,210
29,118.0,0,210
29,119.0,0,210
29,120.0,0,210
29,121.0,0,210
29,122.0,0,210
29,123.0,0,210
29,124.0,0,210
29,125.0,0,210
29,126.0,0,210
29,127.0,0,210
29,128.0,0,210
29,129.0,0,210
29,130.0,0,210
29,131.0,0,210
29,132.0,0,210
29,133.0,0,210
29,134.0,0,210
29,135.0,0,210
29,136.0,0,210
29,137.0,0,210
29,138.0,0,210
29,139.0,0,210
29,140.0,0,210
29,141.0,0,210
29,142.0,0,210
29,143.0,0,210
29,144.0,0,210
29,145.0,0,210
29,146.0,0,210
29,147.0,0,210
29,148.0,0,210
29,149.0,0,210
29,150.0,0,210
